TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1387106473919;1;1;item;5000.0;1;ALL#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387106473919;1;1;item;5000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387108750835;1;1;item;134.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;ALL#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108750835;1;1;item;134.0;1;All#PausedThread;3200000000;0;0;0;0;0;3200000000;100.0;7.666
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108858805;1;1;item;150.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;ALL#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387108858805;1;1;item;150.0;1;All#PausedThread;90000000;0;0;0;0;0;90000000;100.0;1.192
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387109701827;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;ALL#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387109701827;1;1;item;1500.0;1;All#PausedThread;100000000;0;0;0;0;0;100000000;100.0;1.021
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387115541094;1;1;item;15000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;ALL#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387115541094;1;1;item;15000.0;1;All#PausedThread;280000000;0;0;0;0;0;280000000;100.0;1.006
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387251498900;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;ALL#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387251498900;1;1;item;1500.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387280722386;1;1;item;70000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;ALL#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1387280722386;1;1;item;70000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1392187539989;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;ALL#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392187539989;1;1;item;1000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392256324915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;ALL#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392688372915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;ALL#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1398134626110;1;1;item;200.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;ALL#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1398134626110;1;1;item;200.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1431334599367;1;1;item;140.0;1;ALL#SCHEDULERS;5756566;0;0;0;0;0;5756566;100.0;1.014
1431334599367;1;1;item;140.0;1;ALL#worker#0;40072046502;36410000000;0;0;4;4000000;40076046502;99.99;99.026
1431334599367;1;1;item;140.0;1;All#PausedThread;2403751;0;0;0;0;0;2403751;100.0;1.006
1431334599367;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3779363;0;0;0;0;0;3779363;100.0;1.009
1431334599367;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;647006;0;0;0;0;0;647006;100.0;1.002
1431334599367;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;40071930989;36410000000;0;0;4;4000000;40075930989;99.99;99.026
1432023395496;1;1;item;140.0;1;ALL#SCHEDULERS;5474168;0;0;0;0;0;5474168;100.0;1.012
1432023395496;1;1;item;140.0;1;ALL#worker#0;40232506028;36460000000;0;0;4;2014000000;42246506028;95.233;86.743
1432023395496;1;1;item;140.0;1;All#PausedThread;132512591;0;0;0;0;0;132512591;100.0;1.282
1432023395496;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3840476;0;0;0;0;0;3840476;100.0;1.008
1432023395496;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;333320;0;0;0;0;0;333320;100.0;1.001
1432023395496;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;40232377736;36460000000;0;0;4;2014000000;42246377736;95.233;86.743
1432024076855;1;1;item;140.0;1;ALL#SCHEDULERS;5976557;0;0;0;0;0;5976557;100.0;1.015
1432024076855;1;1;item;140.0;1;ALL#worker#0;40357672571;36600000000;0;0;4;4000000;40361672571;99.99;99.532
1432024076855;1;1;item;140.0;1;All#PausedThread;2075983;0;0;0;0;0;2075983;100.0;1.005
1432024076855;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;4053950;0;0;0;0;0;4053950;100.0;1.01
1432024076855;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;606770;0;0;0;0;0;606770;100.0;1.001
1432024076855;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;40357564020;36600000000;0;0;4;4000000;40361564020;99.99;99.532
1432176005505;1;1;item;140.0;1;ALL#SCHEDULERS;5944990;0;0;0;0;0;5944990;100.0;1.014
1432176005505;1;1;item;140.0;1;ALL#worker#0;41357062486;37550000000;0;0;4;4000000;41361062486;99.99;99.404
1432176005505;1;1;item;140.0;1;All#PausedThread;1645038;0;0;0;0;0;1645038;100.0;1.004
1432176005505;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3680427;0;0;0;0;0;3680427;100.0;1.009
1432176005505;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;645598;0;0;0;0;0;645598;100.0;1.002
1432176005505;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;41356948826;37550000000;0;0;4;4000000;41360948826;99.99;99.403
1432176213486;1;1;item;140.0;1;ALL#SCHEDULERS;4557161;0;0;0;0;0;4557161;100.0;1.011
1432176213486;1;1;item;140.0;1;ALL#worker#0;40118028953;36500000000;0;0;4;4000000;40122028953;99.99;99.49
1432176213486;1;1;item;140.0;1;All#PausedThread;2195288;0;0;0;0;0;2195288;100.0;1.005
1432176213486;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3060536;0;0;0;0;0;3060536;100.0;1.008
1432176213486;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;548946;0;0;0;0;0;548946;100.0;1.001
1432176213486;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;40117917551;36500000000;0;0;4;4000000;40121917551;99.99;99.49
1432176639774;1;1;item;140.0;1;ALL#SCHEDULERS;4572380;0;0;0;0;0;4572380;100.0;1.011
1432176639774;1;1;item;140.0;1;ALL#worker#0;40597908127;36870000000;0;0;4;4000000;40601908127;99.99;99.524
1432176639774;1;1;item;140.0;1;All#PausedThread;2256835;0;0;0;0;0;2256835;100.0;1.005
1432176639774;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3146093;0;0;0;0;0;3146093;100.0;1.008
1432176639774;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;514179;0;0;0;0;0;514179;100.0;1.001
1432176639774;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;40597795934;36870000000;0;0;4;4000000;40601795934;99.99;99.524
